index;control;cultivar;Tipo;Produto;Ano;Quantidade (Kg)
518;ti_Jaen;Jaen;Processamento;Uva Vinífera;1972;0
519;ti_Lagrein;Lagrein;Processamento;Uva Vinífera;1972;0
520;ti_Lambrusco;Lambrusco;Processamento;Uva Vinífera;1972;100
521;ti_Malbec;Malbec;Processamento;Uva Vinífera;1972;0
522;ti_Marzemina;Marzemina;Processamento;Uva Vinífera;1972;138699
523;ti_Merlot;Merlot;Processamento;Uva Vinífera;1972;198870
524;ti_Marselan;Marselan;Processamento;Uva Vinífera;1972;0
525;ti_Molinera;Molinera;Processamento;Uva Vinífera;1972;0
526;ti_Montepulciano;Montepulciano;Processamento;Uva Vinífera;1972;0
527;ti_Moscato Bailey;Moscato Bailey;Processamento;Uva Vinífera;1972;0
528;ti_Napa Gamay;Napa Gamay;Processamento;Uva Vinífera;1972;0
529;ti_Nebbiolo;Nebbiolo;Processamento;Uva Vinífera;1972;0
530;ti_Petit Verdot;Petit Verdot;Processamento;Uva Vinífera;1972;0
531;ti_Petite Sirah;Petite Sirah;Processamento;Uva Vinífera;1972;0
532;ti_Pinotage;Pinotage;Processamento;Uva Vinífera;1972;0
533;ti_Pinot Noir;Pinot Noir;Processamento;Uva Vinífera;1972;13440
534;ti_Pinot Saint George;Pinot Saint George;Processamento;Uva Vinífera;1972;0
535;ti_Piriquita;Piriquita;Processamento;Uva Vinífera;1972;0
536;ti_Rebo;Rebo;Processamento;Uva Vinífera;1972;0
537;ti_Refosco;Refosco;Processamento;Uva Vinífera;1972;0
538;ti_Rondinella;Rondinella;Processamento;Uva Vinífera;1972;0
539;ti_Ruby Cabernet;Ruby Cabernet;Processamento;Uva Vinífera;1972;0
540;ti_Sangiovese;Sangiovese;Processamento;Uva Vinífera;1972;62175
541;ti_Sira (falsa);Sira (falsa);Processamento;Uva Vinífera;1972;3299301
542;ti_Tannat;Tannat;Processamento;Uva Vinífera;1972;0
543;ti_Tempranillo;Tempranillo;Processamento;Uva Vinífera;1972;0
544;ti_Teroldego;Teroldego;Processamento;Uva Vinífera;1972;0
545;ti_Torrontes;Torrontes;Processamento;Uva Vinífera;1972;0
546;ti_Tinta Barroca;Tinta Barroca;Processamento;Uva Vinífera;1972;0
547;ti_Touriga Francesa;Touriga Francesa;Processamento;Uva Vinífera;1972;0
548;ti_Touriga Nacional;Touriga Nacional;Processamento;Uva Vinífera;1972;0
549;ti_Tinta Madeira;Tinta Madeira;Processamento;Uva Vinífera;1972;0
550;ti_Tintoria;Tintoria;Processamento;Uva Vinífera;1972;0
551;ti_Trincdeira;Trincdeira;Processamento;Uva Vinífera;1972;0
552;ti_Trousseau;Trousseau;Processamento;Uva Vinífera;1972;0
553;ti_Zinfandel;Zinfandel;Processamento;Uva Vinífera;1972;0
554;ti_Outras1;Outras1;Processamento;Uva Vinífera;1972;0
555;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Vinífera;1972;18073470
556;br_Aliatico;Aliatico;Processamento;Uva Vinífera;1972;0
557;br_Aligote;Aligote;Processamento;Uva Vinífera;1972;1969
558;br_Altesse;Altesse;Processamento;Uva Vinífera;1972;0
559;br_Alvarinho;Alvarinho;Processamento;Uva Vinífera;1972;0
560;br_Arriloba;Arriloba;Processamento;Uva Vinífera;1972;0
561;br_Auxerrois;Auxerrois;Processamento;Uva Vinífera;1972;0
562;br_Burger;Burger;Processamento;Uva Vinífera;1972;0
563;br_Chardonnay;Chardonnay;Processamento;Uva Vinífera;1972;0
564;br_Chasselas;Chasselas;Processamento;Uva Vinífera;1972;13255
565;br_Chenin Blanc;Chenin Blanc;Processamento;Uva Vinífera;1972;0
566;br_Clairette(1);Clairette(1);Processamento;Uva Vinífera;1972;120166
567;br_Colombard;Colombard;Processamento;Uva Vinífera;1972;0
568;br_Flora;Flora;Processamento;Uva Vinífera;1972;0
569;br_Garganega;Garganega;Processamento;Uva Vinífera;1972;0
570;br_Gewurztraminer;Gewurztraminer;Processamento;Uva Vinífera;1972;0
571;br_Gouveio;Gouveio;Processamento;Uva Vinífera;1972;0
572;br_Gros Manseng;Gros Manseng;Processamento;Uva Vinífera;1972;0
573;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);Processamento;Uva Vinífera;1972;0
574;br_Maccabeo;Maccabeo;Processamento;Uva Vinífera;1972;0
575;br_Malvasia;Malvasia;Processamento;Uva Vinífera;1972;763732
576;br_Malvasia Amarela;Malvasia Amarela;Processamento;Uva Vinífera;1972;0
577;br_Malvasia Bianca;Malvasia Bianca;Processamento;Uva Vinífera;1972;0
578;br_Malvasia Chianti;Malvasia Chianti;Processamento;Uva Vinífera;1972;0
579;br_Malvasia Verde;Malvasia Verde;Processamento;Uva Vinífera;1972;0
580;br_Malvasia di Candia;Malvasia di Candia;Processamento;Uva Vinífera;1972;0
581;br_Malvasia Istriana;Malvasia Istriana;Processamento;Uva Vinífera;1972;0
582;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;Processamento;Uva Vinífera;1972;0
583;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;Processamento;Uva Vinífera;1972;0
584;br_Moscato_branco;Moscato Branco;Processamento;Uva Vinífera;1972;5378768
585;br_Moscato Canelli;Moscato Canelli;Processamento;Uva Vinífera;1972;0
586;br_Moscato Giallo;Moscato Giallo;Processamento;Uva Vinífera;1972;0
587;br_Moscato Nazareno;Moscato Nazareno;Processamento;Uva Vinífera;1972;0
588;br_Moscato Bianco R2;Moscato Bianco R2;Processamento;Uva Vinífera;1972;0
589;br_Moscato de Alexandria;Moscato de Alexandria;Processamento;Uva Vinífera;1972;0
590;br_Moscato Rosado;Moscato Rosado;Processamento;Uva Vinífera;1972;0
591;br_Muscat a Petits Grains;Muscat à Petits Grains;Processamento;Uva Vinífera;1972;0
592;br_Muller Thurgau;Muller Thurgau;Processamento;Uva Vinífera;1972;0
593;br_Muscadelle;Muscadelle;Processamento;Uva Vinífera;1972;0
594;br_Ora;Ora;Processamento;Uva Vinífera;1972;0
595;br_Palomino;Palomino;Processamento;Uva Vinífera;1972;0
596;br_Petit Manseng;Petit Manseng;Processamento;Uva Vinífera;1972;0
597;br_Peverella;Peverella;Processamento;Uva Vinífera;1972;1087692
598;br_Pinot Blanc;Pinot Blanc;Processamento;Uva Vinífera;1972;0
599;br_Pinot Gris;Pinot Gris;Processamento;Uva Vinífera;1972;0
600;br_Prosecco;Prosecco;Processamento;Uva Vinífera;1972;0
601;br_Red Veltliner;Red Veltliner;Processamento;Uva Vinífera;1972;0
602;br_Riesling Italico;Riesling Italico;Processamento;Uva Vinífera;1972;304688
603;br_Riesling Renano;Riesling Renano;Processamento;Uva Vinífera;1972;0
604;br_Sauvignon Blanc(2);Sauvignon Blanc(2);Processamento;Uva Vinífera;1972;49244
605;br_Sauvignon Gris;Sauvignon Gris;Processamento;Uva Vinífera;1972;0
606;br_Seara Nova;Seara Nova;Processamento;Uva Vinífera;1972;0
607;br_Semillon;Semillon;Processamento;Uva Vinífera;1972;5172
608;br_Schonburger;Schonburger;Processamento;Uva Vinífera;1972;0
609;br_Sylvaner;Sylvaner;Processamento;Uva Vinífera;1972;0
610;br_Tocai Friulano;Tocai Friulano;Processamento;Uva Vinífera;1972;0
611;br_Trebbiano;Trebbiano;Processamento;Uva Vinífera;1972;9579813
612;br_Trebbiano Toscano;Trebbiano Toscano;Processamento;Uva Vinífera;1972;0
613;br_Verdea;Verdea;Processamento;Uva Vinífera;1972;0
614;br_Verdelho;Verdelho;Processamento;Uva Vinífera;1972;0
615;br_Verdiso;Verdiso;Processamento;Uva Vinífera;1972;0
616;br_Vermentino;Vermentino;Processamento;Uva Vinífera;1972;8945
617;br_Vernaccia;Vernaccia;Processamento;Uva Vinífera;1972;111691
618;br_Viognier;Viognier;Processamento;Uva Vinífera;1972;0
619;br_Outras(3);Outras(3);Processamento;Uva Vinífera;1972;648335
620;;;Processamento;Uva Vinífera;1972;0
621;TINTAS;TINTAS;Processamento;Uva Americana;1973;161593877
622;ti_Bacarina;Bacarina;Processamento;Uva Americana;1973;58690
623;ti_Bailey;Bailey;Processamento;Uva Americana;1973;0
624;ti_Bordo;Bordo;Processamento;Uva Americana;1973;5584243
625;ti_Bourdin (S);Bourdin (S);Processamento;Uva Americana;1973;0
626;ti_BRSCarmen;BRS Carmen;Processamento;Uva Americana;1973;0
627;ti_BRSCora;BRS Cora;Processamento;Uva Americana;1973;0
628;ti_BRS Magna;BRS Magna;Processamento;Uva Americana;1973;0
629;ti_BRS Margot;BRS Margot;Processamento;Uva Americana;1973;0
630;ti_BRSMorena;BRS Morena;Processamento;Uva Americana;1973;0
631;ti_BRS Rúbea;BRS Rúbea;Processamento;Uva Americana;1973;0
632;ti_BRSVioleta;BRS Violeta;Processamento;Uva Americana;1973;0
633;ti_BRS Vitória;BRS Vitória;Processamento;Uva Americana;1973;0
634;ti_Champagnon(Champanheta);Champagnon (Champanheta);Processamento;Uva Americana;1973;0
635;ti_Coleções;Coleções;Processamento;Uva Americana;1973;0
636;ti_Concord;Concord;Processamento;Uva Americana;1973;1850704
637;ti_Concordclone30;Concord clone 30;Processamento;Uva Americana;1973;0
638;ti_Couderc;Couderc;Processamento;Uva Americana;1973;2602220
639;ti_Cynthiana(1);Cynthiana(1);Processamento;Uva Americana;1973;360571
640;ti_Herbemont;Herbemont;Processamento;Uva Americana;1973;33214347
641;ti_IAC138022;IAC 138022;Processamento;Uva Americana;1973;0
642;ti_Isabel;Isabel;Processamento;Uva Americana;1973;109787700
643;ti_IsabelPrecoce;Isabel Precoce;Processamento;Uva Americana;1973;0
644;ti_Jacquez;Jacquez;Processamento;Uva Americana;1973;302686
645;ti_Kyoko;Kyoko;Processamento;Uva Americana;1973;0
646;ti_Landot;Landot;Processamento;Uva Americana;1973;80995
647;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;Processamento;Uva Americana;1973;0
648;ti_Oberlin;Oberlin;Processamento;Uva Americana;1973;9483
649;ti_Othello;Othello;Processamento;Uva Americana;1973;17358
650;ti_Paco;Paco;Processamento;Uva Americana;1973;0
651;ti_Patricia;Patricia;Processamento;Uva Americana;1973;0
652;ti_Seibel;Seibel;Processamento;Uva Americana;1973;7724880
653;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);Processamento;Uva Americana;1973;0
654;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);Processamento;Uva Americana;1973;0
655;ti_Vênus;Vênus;Processamento;Uva Americana;1973;0
656;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Americana;1973;231984
657;br_Baco;Baco;Processamento;Uva Americana;1973;0
658;br_Bokay;Bokay;Processamento;Uva Americana;1973;0
659;br_BRSClara;BRS Clara;Processamento;Uva Americana;1973;0
660;br_BRSLorena;BRS Lorena;Processamento;Uva Americana;1973;0
661;br_Couderc13;Couderc 13;Processamento;Uva Americana;1973;0
662;br_Delaware;Delaware;Processamento;Uva Americana;1973;0
663;br_DonaZillá;Dona Zillá;Processamento;Uva Americana;1973;0
664;br_DutChess;Dut Chess;Processamento;Uva Americana;1973;0
665;br_Goethe;Goethe;Processamento;Uva Americana;1973;113941
666;br_IAC;IAC;Processamento;Uva Americana;1973;0
667;br_Juliana;Juliana;Processamento;Uva Americana;1973;0
668;br_Martha;Martha;Processamento;Uva Americana;1973;5126
669;br_Mistura de uvas americanas;Mistura de uvas americanas;Processamento;Uva Americana;1973;0
670;br_MoscatoEmbrapa;Moscato Embrapa;Processamento;Uva Americana;1973;0
671;br_Niagara;Niagara;Processamento;Uva Americana;1973;112917
672;br_NiagaraBranca;Niagara Branca;Processamento;Uva Americana;1973;0
673;br_NiagaraRosada;Niagara Rosada;Processamento;Uva Americana;1973;0
674;br_Poloske;Poloske;Processamento;Uva Americana;1973;0
675;br_Seleções;Seleções;Processamento;Uva Americana;1973;0
676;br_SeyveVillard;Seyve Villard;Processamento;Uva Americana;1973;0
677;br_SeyveVillard5276;Seyve Villard 5276;Processamento;Uva Americana;1973;0
